grid_id,area_name,latitude,longitude,population_density,avg_income,avg_bill_per_person,restaurant_star_rating,review_count,avg_review_score,same_cuisine_competitors_1km,other_cuisine_competitors_1km,office_density,nightlife_density,mall_proximity,college_proximity,parking_availability,public_transport_connectivity,restaurant_type,restaurant_style,location_score,lat_idx,lon_idx,grid_cell_id
G6149,Marathahalli,12.97133460254411,77.70897135063795,18456,142684.0,3408.0,3.72,165,3.82,10,44,175,0,2.75,2.41,47.58,6,Biryani,Bar/Pub,4.6388777743815515e-07,33,38,33_38
G6150,Marathahalli,12.944688423083932,77.69794460038099,15134,117490.0,2611.0,5.0,148,5.0,22,38,205,0,2.84,2.44,66.9,7,Japanese,Food Truck,4.589080064261772e-07,27,36,27_36
G6151,Marathahalli,12.94070340471348,77.70848922806391,11764,123916.0,226.0,3.88,288,3.89,24,14,132,44,4.35,6.86,16.51,8,Italian,Fine Dining,1.658771403132973e-07,26,38,26_38
G6152,Marathahalli,12.95402998657553,77.7180935020203,14617,111064.0,468.0,3.63,191,3.3,11,42,169,32,2.25,4.53,34.93,7,Mexican,Family Style,3.449248494379606e-07,29,40,29_40
G6153,Marathahalli,12.94398576634626,77.71364580177432,15948,158926.0,5874.0,3.71,154,3.44,28,13,85,19,0.2,4.69,57.51,7,Japanese,Cafe/Bistro,50.000000154587035,27,39,27_39
G6154,Marathahalli,12.942788657726537,77.70377182727427,17920,135209.0,5830.0,3.8,139,3.74,12,73,143,0,1.45,3.7,27.45,7,Seafood,Food Truck,5.759726264909013e-07,27,37,27_37
G6155,Marathahalli,12.951661517173578,77.71488072514613,10852,120753.0,3195.0,4.16,21,4.26,18,38,109,0,0.26,2.77,52.6,2,BBQ,Casual Dining,8.310194852405066e-06,29,40,29_40
G6156,Marathahalli,12.957320524226736,77.71809130422838,17822,148006.0,1086.0,3.64,46,3.41,22,40,169,81,4.39,1.83,17.75,7,Seafood,Food Truck,4.2635575414813083e-07,30,40,30_40
G6157,Marathahalli,12.94581675019809,77.69349813871366,13542,157603.0,2140.0,4.58,133,4.63,21,38,166,28,2.54,4.58,18.05,5,Seafood,Casual Dining,3.4402807983622154e-07,27,35,27_35
G6158,Marathahalli,12.94976625802415,77.71735177411126,14900,112223.0,1606.0,3.48,277,3.3,11,54,169,44,1.15,3.76,59.7,6,Biryani,Quick Service,6.656325180087965e-07,28,40,28_40
G6159,Marathahalli,12.955456623563732,77.71279219453707,11423,112861.0,2920.0,3.64,0,3.43,5,16,255,73,2.14,4.28,21.5,4,Japanese,Family Style,3.975863682379282e-07,30,39,30_39
G6160,Marathahalli,12.973560569479211,77.70237691582726,15309,65764.0,5908.0,4.37,0,4.36,28,26,82,9,2.62,4.46,1.83,6,Thai,Family Style,2.767589252913645e-07,34,37,34_37
G6161,Marathahalli,12.975241447337808,77.71397186484677,11613,153078.0,2550.0,4.05,190,4.03,11,39,103,0,2.82,1.98,11.11,10,South Indian,Family Style,4.6289030650972413e-07,34,39,34_39
G6162,Marathahalli,12.97945725424835,77.69874140427792,18353,61744.0,197.0,3.9,123,3.96,19,48,177,0,2.55,0.46,59.99,6,Continental,Casual Dining,1.9494956283589954e-06,35,36,35_36
G6163,Marathahalli,12.971639391109116,77.70698443636164,17855,120117.0,2054.0,4.05,85,4.13,19,35,59,0,2.82,3.18,51.16,6,South Indian,Cafe/Bistro,3.430872144365244e-07,33,38,33_38
G6164,Marathahalli,12.97836996957362,77.71479085007535,14890,108006.0,2153.0,3.84,14,4.0,10,59,158,0,2.86,4.96,18.8,5,Fast Food,Family Style,2.665208785414807e-07,35,40,35_40
G6165,Marathahalli,12.97448294493494,77.71389456468165,10539,72696.0,2459.0,3.89,181,3.7,17,60,122,25,2.25,5.12,46.04,5,South Indian,Family Style,2.78984956734109e-07,34,39,34_39
G6166,Marathahalli,12.942115098851104,77.69315625533389,12144,158942.0,3369.0,3.92,135,3.92,25,40,166,21,1.81,5.22,34.47,6,BBQ,Family Style,4.051118265602493e-07,27,35,27_35
G6167,Marathahalli,12.968142659708931,77.69311967335548,17420,59508.0,263.0,3.9,0,3.77,15,49,84,36,4.38,4.12,72.82,7,Biryani,Cafe/Bistro,2.1652167040058727e-07,32,35,32_35
G6168,Marathahalli,12.949382454205775,77.69492477711403,15925,131335.0,4794.0,4.08,81,4.03,23,33,180,58,1.59,6.18,64.43,5,Thai,Cafe/Bistro,4.959280250973671e-07,28,35,28_35
G6169,Marathahalli,12.978122494049964,77.70384494316059,16718,73629.0,1113.0,3.71,51,3.83,10,43,155,15,4.56,2.26,44.0,3,BBQ,Food Court,3.112859754366509e-07,35,37,35_37
G6170,Marathahalli,12.956907545891472,77.71384462405264,16821,38538.0,4359.0,4.25,203,4.31,19,55,201,74,1.8,4.84,41.84,10,North Indian,Bar/Pub,4.685383080719839e-07,30,39,30_39
G6171,Marathahalli,12.960611119697049,77.7009085640915,18860,126975.0,4958.0,4.5,20,4.22,20,33,190,20,0.8,6.7,40.25,5,North Indian,Quick Service,9.60542670766724e-07,31,37,31_37
G6172,Marathahalli,12.965549795736091,77.71311016779418,11020,122808.0,4682.0,4.01,0,4.41,23,37,144,35,2.2,2.02,28.13,7,BBQ,Casual Dining,5.03753122576704e-07,32,39,32_39
G6173,Marathahalli,12.95755180837553,77.69631937960452,15910,128484.0,1218.0,3.28,198,3.26,20,40,72,57,3.62,5.03,26.01,7,Japanese,Food Court,2.1716260424088504e-07,30,36,30_36
G6174,Marathahalli,12.96811121461216,77.71491947736861,12259,63942.0,4304.0,4.64,234,4.74,11,35,126,58,1.61,5.01,20.65,5,Chinese,Food Court,4.6734702249101776e-07,32,40,32_40
G6175,Marathahalli,12.958953629071695,77.71301520145273,13077,45816.0,1441.0,4.01,232,4.18,4,23,218,41,1.17,6.33,25.41,6,Cafe,Family Style,5.948960599202507e-07,30,39,30_39
G6176,Marathahalli,12.976782962012363,77.70107793135969,18302,59874.0,405.0,3.27,226,3.7,14,34,147,47,2.67,4.46,26.68,6,South Indian,Family Style,2.8806072227494745e-07,34,37,34_37
G6177,Marathahalli,12.951342981037644,77.70331763301992,11560,139354.0,1307.0,4.52,208,4.66,25,39,151,19,1.76,6.35,43.71,6,North Indian,Casual Dining,3.9474959868663247e-07,29,37,29_37
G6178,Marathahalli,12.96119066379131,77.70739464196528,16520,85405.0,926.0,3.55,107,3.16,11,29,179,34,4.53,6.62,27.77,5,Biryani,Food Court,1.709923952924005e-07,31,38,31_38
G6179,Marathahalli,12.944121351319852,77.69961710625216,13547,76594.0,1254.0,3.1,0,3.03,27,33,134,40,3.89,4.51,39.12,8,North Indian,Cafe/Bistro,1.6901275039974838e-07,27,36,27_36
G6180,Marathahalli,12.973223962708309,77.70490881678701,17042,47118.0,4324.0,3.39,291,3.24,12,7,67,63,2.09,3.34,47.87,6,BBQ,Casual Dining,4.1220762286814123e-07,33,37,33_37
G6181,Marathahalli,12.942520846119946,77.70420802366232,13956,132193.0,635.0,3.19,14,2.9,4,52,107,15,1.42,1.54,8.76,6,Mexican,Quick Service,6.996871073076166e-07,27,37,27_37
G6182,Marathahalli,12.956187745035974,77.69076132641905,10315,132124.0,3998.0,4.36,229,3.94,29,8,195,65,4.24,2.74,24.23,7,Cafe,Food Court,3.301396222879492e-07,30,34,30_34
G6183,Marathahalli,12.959028416804363,77.7148253757461,10124,48837.0,2258.0,3.75,113,3.38,10,52,144,5,2.09,7.37,44.41,5,Continental,Casual Dining,2.5564054706239383e-07,30,40,30_40
G6184,Marathahalli,12.94361026657404,77.71913836753413,13055,133920.0,4757.0,3.5,253,3.42,28,14,154,23,2.96,3.62,60.27,2,Fast Food,Bar/Pub,3.01564993450799e-07,27,40,27_40
G6185,Marathahalli,12.96510990062251,77.71812748390481,14969,44608.0,2243.0,3.73,74,3.51,27,19,203,23,4.49,2.94,16.73,3,Japanese,Casual Dining,2.098086777300103e-07,32,40,32_40
G6186,Marathahalli,12.96851295180602,77.69734433403077,14313,76328.0,4076.0,3.75,218,3.58,32,44,108,23,3.79,4.22,62.26,5,Continental,Food Truck,2.0789085506646646e-07,32,36,32_36
G6187,Marathahalli,12.96255030314622,77.71257652264902,17779,94789.0,4119.0,4.82,294,5.0,21,47,188,20,3.18,6.75,53.89,6,Continental,Fine Dining,3.141804051871571e-07,31,39,31_39
G6188,Marathahalli,12.977041847160947,77.69142571579573,11290,157853.0,5355.0,3.88,252,4.17,3,53,215,6,3.17,5.77,39.19,7,Japanese,Bar/Pub,3.3365897430534513e-07,34,34,34_34
G6189,Marathahalli,12.971713914800684,77.69954330284355,15880,38675.0,4751.0,3.48,156,3.26,27,12,166,25,3.57,2.69,0.0,7,Cafe,Cafe/Bistro,2.826625618783433e-07,33,36,33_36
G6190,Marathahalli,12.972908824701609,77.70020825476787,15468,149439.0,5013.0,3.67,66,3.51,11,65,176,18,0.69,4.21,89.14,5,Japanese,Cafe/Bistro,1.1836788608136187e-06,33,36,33_36
G6191,Marathahalli,12.97251396456823,77.71212092686612,15571,137128.0,605.0,3.67,172,3.46,20,50,217,0,4.68,5.04,65.46,9,North Indian,Food Truck,2.3130011981835466e-07,33,39,33_39
G6192,Marathahalli,12.97961311531161,77.70334171184514,10439,46940.0,1195.0,3.55,140,3.4,11,27,97,56,3.0,5.8,44.54,8,North Indian,Fine Dining,2.0911490436120344e-07,35,37,35_37
G6193,Marathahalli,12.974361706402528,77.70234957130346,14713,55574.0,4835.0,4.54,0,4.72,10,58,194,6,1.86,5.08,37.58,5,BBQ,Quick Service,4.163369109565637e-07,34,37,34_37
G6194,Marathahalli,12.97474081448331,77.7012877202996,10609,135316.0,1630.0,3.48,49,3.25,11,62,112,2,3.48,8.04,47.2,5,North Indian,Food Court,1.6064171501740133e-07,34,37,34_37
G6195,Marathahalli,12.943452816055077,77.7031620248913,12151,57182.0,4795.0,3.7,57,3.52,6,45,71,33,3.62,2.5,12.49,9,Fast Food,Quick Service,3.2168971406567463e-07,27,37,27_37
G6196,Marathahalli,12.972990788040208,77.6910970361651,18450,82604.0,5395.0,3.58,227,3.63,14,24,150,23,4.02,0.2,37.7,5,Chinese,Quick Service,50.00000017895334,33,34,33_34
G6197,Marathahalli,12.940552084156726,77.71043464379675,12096,107947.0,4295.0,4.21,210,4.01,22,38,202,56,2.96,4.48,34.25,8,Seafood,Fine Dining,3.265985520784418e-07,26,39,26_39
G6198,Marathahalli,12.957211538918992,77.70279597040388,10636,95101.0,3969.0,3.81,259,4.25,19,24,133,29,2.43,5.65,31.29,8,Italian,Food Truck,3.0592332734948746e-07,30,37,30_37
G6199,Marathahalli,12.959312259191703,77.69170220124475,15053,77610.0,3577.0,4.14,79,4.05,17,42,148,29,3.94,3.74,28.86,7,Seafood,Fine Dining,2.6824613775885994e-07,30,35,30_35
G6200,Marathahalli,12.971484165096138,77.71023892686217,19209,141895.0,4573.0,4.21,173,4.41,13,17,175,29,2.44,4.28,54.96,5,Cafe,Food Court,4.410190839509249e-07,33,39,33_39
G6201,Marathahalli,12.948777505230474,77.70049931489207,18385,83567.0,5504.0,3.92,158,3.99,22,24,179,12,4.87,2.46,1.56,4,Bakery,Cafe/Bistro,3.166330968347451e-07,28,36,28_36
G6202,Marathahalli,12.974970155487268,77.7088767705971,18075,67098.0,1851.0,4.15,137,4.19,16,14,205,37,0.9,7.08,44.2,9,Mexican,Bar/Pub,8.229405541477911e-07,34,38,34_38
G6203,Marathahalli,12.959484255666911,77.71540642421213,12844,95187.0,3728.0,4.08,114,4.15,20,32,174,12,2.92,1.2,80.72,10,Chinese,Food Truck,6.826715652547559e-07,30,40,30_40
G6204,Marathahalli,12.944276451776869,77.70209889102526,14312,49724.0,5151.0,4.68,0,4.91,23,59,120,0,2.01,3.34,29.14,8,Chinese,Casual Dining,4.1056116257151957e-07,27,37,27_37
G6205,Marathahalli,12.94334242171817,77.71548098977657,17256,59593.0,1784.0,3.65,97,3.59,12,42,205,39,3.29,2.81,84.15,6,North Indian,Quick Service,3.6403762128841913e-07,27,40,27_40
G6206,Marathahalli,12.952017982265872,77.69116778374807,13420,146604.0,5916.0,3.68,366,3.68,17,13,58,71,2.09,5.21,35.2,9,Continental,Food Court,4.1833203008794893e-07,29,34,29_34
G6207,Marathahalli,12.973684318034454,77.7145240725196,12487,103813.0,5781.0,4.0,15,4.06,20,48,113,29,3.26,2.19,54.97,7,Cafe,Food Truck,4.0649342358291734e-07,34,39,34_39
G6208,Marathahalli,12.952357080740166,77.69927015537424,11943,135177.0,1575.0,3.65,88,3.97,14,40,213,11,0.61,4.67,66.91,4,Continental,Food Truck,1.3076779538162947e-06,29,36,29_36
G6209,Marathahalli,12.966514858987702,77.70388178459642,10372,135597.0,4666.0,3.28,81,3.29,24,58,114,39,3.48,3.07,35.63,7,Chinese,Casual Dining,2.7878828529351015e-07,32,37,32_37
G6210,Marathahalli,12.945825749483062,77.70231230707022,11145,49546.0,2866.0,4.55,191,4.73,14,43,99,40,2.47,4.84,34.2,2,Fast Food,Food Court,2.763779469155797e-07,27,37,27_37
G6211,Marathahalli,12.969766689807445,77.71584607562998,18771,67314.0,2211.0,4.63,78,4.58,21,40,97,35,2.85,4.14,36.45,6,Japanese,Fine Dining,3.127427805466317e-07,33,40,33_40
G6212,Marathahalli,12.952098842786416,77.70950600577252,14809,105005.0,1149.0,3.52,197,3.68,11,27,127,32,2.58,6.22,32.6,7,North Indian,Casual Dining,2.8281494133890837e-07,29,38,29_38
G6213,Marathahalli,12.977077193615251,77.71374116807046,10520,135404.0,3694.0,4.76,193,4.55,22,30,130,19,1.7,4.37,26.79,4,Continental,Bar/Pub,4.409770755564727e-07,34,39,34_39
G6214,Marathahalli,12.948595807979896,77.70815378310914,10277,122154.0,5217.0,4.51,0,4.74,8,53,96,44,1.07,5.39,25.37,5,Seafood,Bar/Pub,6.816074530192752e-07,28,38,28_38
G6215,Marathahalli,12.975707674256324,77.6962197283582,19711,159858.0,3846.0,3.75,146,4.09,16,18,106,44,3.61,4.43,45.7,6,Chinese,Fine Dining,3.356986834222597e-07,34,35,34_35
G6216,Marathahalli,12.964837219378802,77.70466819804946,10996,70243.0,2445.0,4.28,185,4.6,9,55,214,71,3.74,3.37,12.77,6,Mexican,Bar/Pub,3.03781010037978e-07,32,37,32_37
G6217,Marathahalli,12.949495373542913,77.71582029789019,17280,71539.0,2370.0,4.57,25,4.31,5,16,131,13,3.0,2.99,69.33,3,Cafe,Bar/Pub,3.7687476809576104e-07,28,40,28_40
G6218,Marathahalli,12.968813531212367,77.70238596822907,11941,132736.0,2851.0,3.98,0,3.75,10,22,165,38,3.79,3.0,61.86,10,Biryani,Fine Dining,3.6213232154156214e-07,33,37,33_37
G6219,Marathahalli,12.947697378714542,77.70084202370441,15210,54743.0,235.0,4.2,61,4.13,9,25,177,79,4.63,3.96,22.5,5,Mexican,Family Style,2.3772542178289044e-07,28,36,28_36
G6220,Marathahalli,12.945758781644331,77.69272042178125,12556,93082.0,3718.0,3.88,336,3.74,3,52,126,64,6.06,2.65,23.21,4,Fast Food,Fine Dining,2.8942877454227194e-07,27,35,27_35
G6221,Marathahalli,12.95544618184181,77.7198913370634,14618,75404.0,2565.0,4.16,148,4.36,23,14,192,0,2.92,3.43,7.37,5,Italian,Bar/Pub,2.975620565322968e-07,30,41,30_41
G6222,Marathahalli,12.977117644893584,77.71195055829729,11902,74727.0,4811.0,4.02,26,4.05,23,60,150,93,2.75,4.59,68.57,4,Bakery,Quick Service,3.0319620181064446e-07,34,39,34_39
G6223,Marathahalli,12.964171137720092,77.71165177562135,15904,143415.0,4269.0,4.58,301,4.46,15,51,114,40,1.1,5.56,49.64,5,Mexican,Bar/Pub,7.056107564812028e-07,31,39,31_39
G6224,Marathahalli,12.963019342880738,77.70751825012388,14204,52270.0,3105.0,4.03,59,4.08,11,58,55,18,0.7,3.02,36.55,8,Bakery,Food Truck,1.1153756480161837e-06,31,38,31_38
G6225,Marathahalli,12.950205621015984,77.71356953838826,15562,143898.0,5111.0,3.08,80,3.16,15,38,136,1,3.76,4.1,22.6,5,Thai,Food Court,2.5396693582772906e-07,28,39,28_39
G6226,Marathahalli,12.968916360150658,77.70630868581792,11131,35789.0,1544.0,4.51,0,4.56,13,29,180,0,3.21,4.39,4.3,6,Fast Food,Bar/Pub,2.2047895357808097e-07,33,38,33_38
G6227,Marathahalli,12.971693234256916,77.69691122299679,13750,99182.0,1282.0,3.55,170,3.53,19,45,144,0,2.69,3.85,16.7,10,BBQ,Quick Service,2.8958275606208134e-07,33,36,33_36
G6228,Marathahalli,12.971875940566209,77.71757746504487,13211,56236.0,2631.0,3.96,84,4.0,30,50,168,28,3.11,1.95,6.93,8,Seafood,Casual Dining,3.724433827092845e-07,33,40,33_40
G6229,Marathahalli,12.96342363796474,77.70018412245273,11901,49336.0,737.0,4.53,205,4.31,22,34,168,102,0.2,4.16,61.11,5,Bakery,Casual Dining,50.00000012930457,31,36,31_36
G6230,Marathahalli,12.942998760331928,77.71530080180209,16877,96828.0,5248.0,4.93,46,5.0,18,75,222,50,2.57,3.63,8.0,6,Italian,Family Style,4.1459465912056606e-07,27,40,27_40
G6231,Marathahalli,12.942718891533117,77.7099180757381,11195,100435.0,4121.0,3.57,34,3.53,7,44,185,26,0.89,3.85,18.12,7,Biryani,Fine Dining,8.386594474617198e-07,27,38,27_38
G6232,Marathahalli,12.972943402380208,77.70461550132443,16755,124895.0,5850.0,4.03,32,3.94,27,13,164,0,4.07,5.08,53.31,7,Fast Food,Cafe/Bistro,2.6736123728045094e-07,33,37,33_37
G6233,Marathahalli,12.96397923144929,77.7156640134575,19636,144048.0,1448.0,3.33,0,3.52,3,36,132,7,3.94,8.91,82.41,6,Continental,Bar/Pub,2.4648307661528204e-07,31,40,31_40
G6234,Marathahalli,12.955183876950445,77.70959292108044,14429,59683.0,5984.0,3.79,271,3.67,26,63,179,13,2.8,5.84,77.53,9,Fast Food,Cafe/Bistro,2.911406360131927e-07,29,38,29_38
G6235,Marathahalli,12.969583622877726,77.70795142176065,10841,141109.0,3509.0,3.68,109,4.0,9,37,118,0,4.67,2.09,44.21,7,Chinese,Fine Dining,3.651270182345547e-07,33,38,33_38
G6236,Marathahalli,12.979809869286669,77.7047202243657,15985,35441.0,1732.0,3.41,342,3.41,21,47,185,14,3.69,7.02,16.02,4,Japanese,Bar/Pub,1.3811281060705706e-07,35,37,35_37
G6237,Marathahalli,12.951441119795192,77.70229969807059,12090,102859.0,728.0,4.0,165,3.69,20,61,210,20,0.2,0.2,9.86,5,Seafood,Bar/Pub,99.99999998254744,29,37,29_37
G6238,Marathahalli,12.960698039047136,77.69954443266421,17424,54773.0,2837.0,4.06,0,4.18,23,37,139,21,2.36,6.39,53.93,6,Continental,Family Style,2.9187147975902e-07,31,36,31_36
G6239,Marathahalli,12.9624017407063,77.71389126990904,15933,88458.0,5012.0,3.62,89,3.41,27,29,200,0,4.46,6.27,20.51,8,Chinese,Fine Dining,1.8509121326094383e-07,31,39,31_39
G6240,Marathahalli,12.961343633278751,77.70264116020546,18820,128998.0,3786.0,4.27,367,4.17,13,38,81,1,2.13,3.72,69.87,9,Seafood,Food Court,4.719846620752417e-07,31,37,31_37
G6241,Marathahalli,12.947171093210178,77.69833424596972,12107,60814.0,3310.0,3.99,259,4.26,20,47,170,0,4.36,4.09,17.16,5,Italian,Family Style,1.9153295354538656e-07,28,36,28_36
G6242,Marathahalli,12.955825149820944,77.70511859452556,13254,112675.0,5439.0,3.41,67,3.42,24,34,141,42,4.64,1.13,65.97,8,Fast Food,Family Style,6.223654763860264e-07,30,37,30_37
G6243,Marathahalli,12.961722785915844,77.69283964855501,16235,116248.0,4133.0,4.0,214,3.82,20,37,125,17,1.96,1.54,29.35,6,Cafe,Quick Service,6.370115027827093e-07,31,35,31_35
G6244,Marathahalli,12.946731130104222,77.69451656512014,14739,129717.0,4848.0,4.25,0,4.2,16,60,152,42,2.28,1.07,12.15,9,Continental,Quick Service,8.132552828947733e-07,28,35,28_35
G6245,Marathahalli,12.968726827943682,77.71252958091354,19717,127950.0,2321.0,4.34,152,4.32,13,22,202,36,2.34,2.33,35.03,2,Biryani,Food Court,5.11978703682907e-07,32,39,32_39
G6246,Marathahalli,12.954313607523364,77.7095345596142,11683,87131.0,2904.0,4.0,223,4.06,26,55,185,30,2.46,6.05,16.34,4,Bakery,Casual Dining,2.4988103270987994e-07,29,38,29_38
G6247,Marathahalli,12.954683537680229,77.70423797474162,19124,80920.0,2627.0,4.24,84,4.38,20,33,131,22,4.03,1.58,50.95,4,Continental,Family Style,4.7571207382735533e-07,29,37,29_37
G6248,Marathahalli,12.942869442868592,77.7120861978142,12380,125216.0,521.0,3.96,181,3.81,9,21,200,13,1.78,5.67,14.7,4,North Indian,Family Style,3.8662227797850957e-07,27,39,27_39
G6249,Marathahalli,12.94443401611641,77.70904271258456,11251,114990.0,4597.0,3.72,0,3.84,10,33,163,33,2.81,3.38,43.91,8,BBQ,Quick Service,3.6617607703596674e-07,27,38,27_38
G6250,Marathahalli,12.95164270096278,77.69644505980085,12565,62946.0,5360.0,3.78,295,4.09,11,52,141,19,1.98,3.48,56.49,7,North Indian,Casual Dining,4.35789634488193e-07,29,36,29_36
G6251,Marathahalli,12.950185511624056,77.6958511011765,17034,95443.0,3322.0,3.26,343,3.17,15,58,161,0,0.61,1.96,64.65,4,Thai,Family Style,1.4519745226401212e-06,28,35,28_35
G6252,Marathahalli,12.940731507565962,77.70925969975977,12186,105493.0,4623.0,3.58,211,3.71,2,61,140,69,4.93,4.77,27.98,7,Bakery,Casual Dining,2.4792083941458926e-07,26,38,26_38
G6253,Marathahalli,12.943684069764624,77.70071087547224,19899,154362.0,5593.0,3.88,211,4.07,13,44,125,48,4.76,3.75,43.1,4,Seafood,Cafe/Bistro,3.3168801924150073e-07,27,36,27_36
G6254,Marathahalli,12.960939629666148,77.71413688547315,13717,50839.0,1272.0,3.9,62,4.18,16,25,190,8,1.92,2.69,28.13,6,Italian,Food Truck,4.339747937937372e-07,31,39,31_39
G6255,Marathahalli,12.97485049820093,77.69862833254231,14323,114333.0,3449.0,3.01,240,3.41,19,30,180,16,2.66,3.02,38.86,10,Bakery,Food Truck,3.7933253412050185e-07,34,36,34_36
G6256,Marathahalli,12.968479901062066,77.71223723018136,15837,74199.0,5614.0,3.81,104,3.76,10,64,182,53,3.27,5.31,40.22,2,Thai,Food Truck,2.723607843192139e-07,32,39,32_39
G6257,Marathahalli,12.974397190109269,77.69444305825456,16503,39905.0,1103.0,3.72,168,4.01,10,25,90,28,3.33,2.69,42.63,4,Bakery,Bar/Pub,3.0481370357438567e-07,34,35,34_35
G6258,Marathahalli,12.956665111994855,77.71066157478384,16958,85620.0,3080.0,3.81,412,3.6,18,35,148,0,2.98,7.55,29.1,1,Thai,Food Court,2.1131315495341487e-07,30,39,30_39
G6259,Marathahalli,12.977811761324762,77.71505480556938,16452,140792.0,4634.0,3.96,66,3.86,9,36,203,33,1.17,3.85,35.71,7,Fast Food,Cafe/Bistro,7.191727258421086e-07,35,40,35_40
G6260,Marathahalli,12.975611840521792,77.6925909212659,14570,64415.0,5941.0,4.13,133,4.01,16,40,189,19,1.47,3.82,59.94,7,Mexican,Food Truck,5.561620844012372e-07,34,35,34_35
G6261,Marathahalli,12.941083876769923,77.70228227336236,19113,83186.0,2273.0,4.69,93,4.8,21,37,145,34,0.82,0.97,11.95,7,Mexican,Bar/Pub,1.417353207922685e-06,26,37,26_37
G6262,Marathahalli,12.964163603135248,77.6972660638269,15634,66472.0,1589.0,3.43,273,3.25,8,26,163,1,4.1,2.55,21.51,9,Mexican,Food Truck,3.1141938828453824e-07,31,36,31_36
G6263,Marathahalli,12.963037733351005,77.69550963800903,19885,92371.0,4563.0,3.77,74,3.58,5,21,161,5,4.58,2.79,16.7,6,Japanese,Casual Dining,3.3806046471814893e-07,31,35,31_35
G6264,Marathahalli,12.960265696259547,77.70225665361895,15037,76692.0,661.0,3.75,4,3.4,10,31,210,42,0.2,3.13,77.89,7,Thai,Fine Dining,50.00000019403934,31,37,31_37
G6265,Marathahalli,12.950575295069454,77.69540581123974,10837,47929.0,5509.0,3.96,235,3.82,6,58,86,0,1.41,1.78,71.5,5,Continental,Casual Dining,6.786949679835117e-07,28,35,28_35
G6266,Marathahalli,12.968604842775356,77.70485094878346,12958,39484.0,2065.0,4.52,2,4.52,6,18,213,34,2.72,5.7,49.08,1,Mexican,Food Truck,2.777593327650598e-07,32,37,32_37
G6267,Marathahalli,12.97727301259448,77.69037184898632,11454,51473.0,5504.0,3.19,194,2.99,20,49,91,63,2.13,3.59,20.61,5,Cafe,Family Style,3.2209787846981803e-07,34,34,34_34
G6268,Marathahalli,12.96038289153462,77.69466324003751,13599,61779.0,5185.0,3.9,172,3.91,26,33,108,26,2.41,4.42,100.0,6,Chinese,Cafe/Bistro,3.335033871077339e-07,31,35,31_35
G6269,Marathahalli,12.979716606676824,77.71518287238527,19823,119595.0,2347.0,3.95,285,4.08,14,44,137,35,0.69,2.52,70.42,6,Biryani,Food Truck,1.2706405606405745e-06,35,40,35_40
G6270,Marathahalli,12.955671424163842,77.69817921651529,16483,42010.0,5742.0,3.13,257,3.2,21,45,139,11,1.92,4.46,25.0,4,BBQ,Cafe/Bistro,3.4311884450803253e-07,30,36,30_36
G6271,Marathahalli,12.952356324786471,77.71211706975797,17883,148207.0,2526.0,4.33,149,4.41,8,30,166,20,2.17,2.56,34.98,8,Cafe,Bar/Pub,5.398963016780603e-07,29,39,29_39
G6272,Marathahalli,12.944241019677955,77.70121121004459,18001,126140.0,4233.0,4.27,212,4.22,15,50,157,37,0.89,3.53,58.2,8,Japanese,Casual Dining,9.429476707450118e-07,27,37,27_37
G6273,Marathahalli,12.97223441085722,77.69043179150852,10727,100344.0,552.0,3.46,128,3.62,14,32,227,0,4.63,4.35,28.69,5,Chinese,Family Style,1.7598649737516603e-07,33,34,33_34
G6274,Marathahalli,12.968028867286865,77.70683033485123,10222,131688.0,3246.0,4.38,220,4.06,18,33,63,5,1.69,1.66,77.73,7,Thai,Fine Dining,6.511348481687097e-07,32,38,32_38
G6275,Marathahalli,12.96857244902206,77.70791216517485,11075,159163.0,4433.0,3.73,106,3.74,22,38,102,0,2.6,7.69,53.69,4,Cafe,Food Court,2.50441682966255e-07,32,38,32_38
G6276,Marathahalli,12.952167530021864,77.71149740289249,19611,151014.0,3365.0,3.63,0,3.42,34,26,192,12,2.07,3.07,9.04,1,Mexican,Family Style,3.976326188174186e-07,29,39,29_39
G6277,Marathahalli,12.96850367279464,77.70265023559176,15081,99196.0,1594.0,4.24,144,4.06,6,30,208,80,1.85,2.32,38.99,7,BBQ,Quick Service,5.878532261336795e-07,32,37,32_37
G6278,Marathahalli,12.95445255213399,77.71925767691299,13548,84838.0,585.0,4.01,197,4.26,13,54,169,18,2.93,2.89,6.11,5,Cafe,Food Court,3.161450072157781e-07,29,40,29_40
G6279,Marathahalli,12.952927985438125,77.71536467943555,10646,78094.0,5898.0,3.98,325,3.99,19,38,164,43,0.3,4.15,43.68,6,Thai,Bar/Pub,5.032125242272879e-06,29,40,29_40
G6280,Marathahalli,12.967777753986304,77.71174323389738,10894,89247.0,5381.0,3.83,258,3.66,28,59,137,19,1.49,4.85,36.44,5,Continental,Casual Dining,4.355155908794527e-07,32,39,32_39
G6281,Marathahalli,12.976724773820326,77.69225758018382,19460,41908.0,3324.0,3.89,13,3.97,24,29,110,30,0.83,3.48,11.19,5,Bakery,Casual Dining,8.806480029577673e-07,34,35,34_35
G6282,Marathahalli,12.95902206026729,77.71478385034989,10120,95074.0,1514.0,3.93,84,3.92,22,15,149,11,2.3,1.91,23.34,7,Seafood,Food Truck,4.513059958638913e-07,30,40,30_40
