Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Latitude,Longitude
Nevermind - Bar & Social,"Asian, European, Modern Indian",1500," Indiranagar, Bangalore",4.3,12.97034544,77.6459337
Bangalore Brew Works,"Continental, Italian, South Indian, Salad, Fast Food",1700," Residency Road, Bangalore",4.3,12.9684181,77.60177549
High Ultra Lounge,"Japanese, Thai, Chinese, Korean",2600," Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",4.3,13.01133555,77.55460449
Bob's Bar,"South Indian, Finger Food",1100," Indiranagar, Bangalore",4.3,12.967199,77.64119
Raahi,"North Indian, Biryani, Mughlai, Desserts, Beverages",2200," St. Marks Road, Bangalore",4.3,12.97307715,77.60247689
Fat Owl,"Finger Food, Fast Food, North Indian, Biryani, Desserts, Beverages",2300," JP Nagar, Bangalore",4.3,12.90638238,77.58149866
The Fisherman's Wharf,"North Indian, Continental, Seafood, Goan, Asian",1400," Sarjapur Road, Bangalore",4.3,12.91421122,77.66676273
Bombay Adda,"Continental, Fast Food, Desserts, Beverages",1500," Koramangala 7th Block, Bangalore",4.3,12.936211,77.61612
Plan B,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages",1300," Indiranagar, Bangalore",4.3,12.97012687,77.64027826
Fire Station,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",1400," Electronic City, Bangalore",4.3,12.84159063,77.64742803
Indigo XP,"Finger Food, Continental, Chinese, Italian, North Indian, Beverages",1400," Koramangala 5th Block, Bangalore",4.3,12.93260848,77.61399496
Green Theory,"Cafe, Italian, Continental, Thai, Healthy Food",950," Residency Road, Bangalore",4.3,12.96830832,77.60269113
Gustoes Beer And Bouffage,"North Indian, Chinese, Continental, South Indian, Fast Food, Italian, BBQ, Beverages",2000," Jayanagar, Bangalore",4.3,12.92362472,77.57339403
Lucky Chan - Dimsum & Sushi Parlour,"Japanese, Chinese",1600," Indiranagar, Bangalore",4.3,12.970375,77.642769
Taiki,"Japanese, Korean, Asian, Sushi",1400," Indiranagar, Bangalore",4.3,12.97694972,77.64082812
Stegi - Modern Indian,"North Indian, Italian, Fast Food, Desserts, Beverages",1200," Jayanagar, Bangalore",4.3,12.93334829,77.58343488
Easy Tiger,"Finger Food, Continental",1000," Church Street, Bangalore",4.3,12.97441506,77.60725256
Glen's Bakehouse,"Bakery, Cafe, Pizza, Desserts, Beverages",800," Lavelle Road, Bangalore",4.3,12.96982922,77.59748127
Ebony,"North Indian, Mughlai, Hyderabadi, Asian, Thai",2300," Barton Centre, Bangalore",4.3,12.97521584,77.6051306
The Only Place,"Italian, Steak, Continental, Desserts, Fast Food, Beverages",1200," Church Street, Bangalore",4.3,12.97327612,77.60342874
Sanchez,"Mexican, Tex-Mex, Beverages",1800," UB City, Bangalore",,12.97189541,77.59615459
Tea Villa Cafe,"Beverages, Continental, Chinese, Mexican, Fast Food, Desserts, Tea",700," Jayanagar, Bangalore",4.3,12.92766699,77.58085292
Nandhana Palace,"Biryani, Andhra, North Indian, Chinese, Beverages, Desserts",1000," Sahakara Nagar, Bangalore",4.3,13.05951114,77.59274114
Seven Ate Nine,"Modern Indian, South Indian, Pizza, Burger, Rolls",700," HSR, Bangalore",4.3,12.91217233,77.64371317
Via Milano,"Italian, Pizza, Continental, Desserts, Beverages, Pasta",1500," Sarjapur Road, Bangalore",4.3,12.90086002,77.71111806
Bonum Cibum,"Lebanese, Burger, Continental, Beverages, Desserts",1000," HSR, Bangalore",4.3,12.91780987,77.64496475
Salvadores,"Continental, Desserts, Beverages",2000," MG Road, Bangalore",4.3,12.97329409,77.61130504
Nuage,"Cafe, Italian, Desserts, Bakery, Salad, Burger, Beverages",800," Indiranagar, Bangalore",4.3,12.970031,77.640634
"The Lantern Restaurant & Bar - The Ritz-Carlton, Bangalore","Chinese, Momos",3700," The Ritz-Carlton, Bangalore",4.3,12.96724,77.60171
Cafe Noir,"Continental, Italian, Desserts, Cafe, Beverages",1500," UB City, Bangalore",4.3,12.97182288,77.59611636
B-hive,"Finger Food, North Indian, Beverages",1200," Koramangala 1st Block, Bangalore",4.3,12.9292316,77.63457857
Empire Restaurant,"North Indian, Mughlai, Arabian, South Indian, Chinese",700," Rajajinagar, Bangalore",4.3,12.99782157,77.54671209
Deja Vu Buffet Bar,"North Indian, Chinese, Bar Food",1400," JP Nagar, Bangalore",4.3,12.90090375,77.59482622
The Whitefield Arms Pub & Microbrewery,"Modern Indian, Continental, BBQ",1200," VR Bengaluru, Whitefield, Bangalore",4.3,12.99630509,77.69539665
Citrus - The Leela Palace,"North Indian, Italian, Asian, Continental, Mediterranean",3500," The Leela Palace, Old Airport Road, Bangalore",4.3,12.9612231,77.6486703
Subz,"North Indian, Desserts, Street Food, Salad",1000," Jayanagar, Bangalore",4.3,12.93288133,77.58500732
Subz,"North Indian, Desserts, Street Food, Salad",1000," Jayanagar, Bangalore",4.3,12.93288133,77.58500732
Mitti Cafe | Enerjuvate,"Cafe, Healthy Food, Pizza, Beverages, Fast Food, Bakery, Desserts",800," Koramangala 4th Block, Bangalore",4.3,12.9312344,77.62337834
Zaitoon,"BBQ, Arabian, Chinese, North Indian, Chettinad, Desserts, Ice Cream, Beverages",1000," Old Airport Road, Bangalore",4.3,12.9599009,77.64715813
Bamey's Restro Cafe,"Asian, Nepalese, Momos",800," Koramangala 5th Block, Bangalore",4.3,12.93586898,77.61585508
The Market - The Ritz-Carlton,"North Indian, European, Asian",3400," The Ritz-Carlton, Bangalore",4.3,12.96831421,77.60117702
The Rasoiya Street,"North Indian, Continental, Mexican, Chinese, Desserts, Beverages",900," HSR, Bangalore",4.3,12.91227299,77.64311839
The Rogue Elephant,"Fast Food, Italian, Beverages",1000," Jayanagar, Bangalore",4.3,12.94095278,77.57681217
Cable Car,"North Indian, Pasta, Continental, Desserts",1000," Jayanagar, Bangalore",4.3,12.91723929,77.58577242
Wall Street Sky Lounge,"Continental, North Indian, Chinese, Fast Food, Pizza, Italian, Beverages",1700," JP Nagar, Bangalore",4.3,12.90659546,77.58972902
NH7 Refuel,"North Indian, Continental",800," International Airport, Bangalore",4.3,13.26226061,77.7162163
NH8,"Rajasthani, North Indian",800," Indiranagar, Bangalore",4.3,12.97322712,77.64683928
Anupam's Coast II Coast,"Seafood, Mangalorean, North Indian, Chinese, Biryani, Mughlai",1400," Church Street, Bangalore",4.3,12.97446407,77.60748524
The Himalayan,"Korean, Beverages",1200," Koramangala 5th Block, Bangalore",4.3,12.93421194,77.61695713
Once Upon a Rooftop,"Mexican, Italian, Chinese, Thai",1200," Jayanagar, Bangalore",4.3,12.92551874,77.58390058
Bengaluru Cafe,South Indian,100," Jayanagar, Bangalore",4.3,13.05042275,77.57698761
Imperio Restaurant,"Biryani, North Indian, Chinese, Arabian, Juices, Beverages",600," Kalyan Nagar, Bangalore",4.3,13.02407234,77.64310263
Yo! Chow,"Asian, Desserts, Beverages",1200," Marathahalli, Bangalore",4.3,12.95052995,77.6999259
Based On A True Story- Bistro,"Cafe, Continental, Fast Food, Italian, Beverages",800," Banaswadi, Bangalore",4.3,13.02414836,77.6361394
Cakewala,"Bakery, Desserts",400," HSR, Bangalore",4.3,12.91231384,77.64003284
The Coorg Food Co.,South Indian,600," Kalyan Nagar, Bangalore",4.3,13.0248465,77.63162244
The Local,"Finger Food, Continental, Italian, Asian",1400," Kalyan Nagar, Bangalore",4.3,13.02118635,77.64148425
Hype - Shangri-La Hotel,Finger Food,3000," Shangri-La Hotel, Vasanth Nagar , Bangalore",4.3,12.99216854,77.588575
Kebabs & Kurries - ITC Gardenia,"North Indian, Kebab, Seafood",3500," ITC Gardenia, Bangalore",4.3,12.96713865,77.59563223
TherPUP - a Dog Cafe,"Cafe, Fast Food, Desserts, Beverages",700," ITPL Main Road, Whitefield, Bangalore",4.3,12.972226,77.773276
Hyderabadi Spice,"Biryani, North Indian",600," Electronic City, Bangalore",4.3,12.83989276,77.6638817
Fishland,"Seafood, Chettinad",1000," Majestic, Bangalore",4.3,12.97531124,77.57856231
The Persian Terrace - Sheraton Grand Bangalore Hotel at Brigade Gateway,"Lebanese, Mediterranean, Afghan, Seafood, Desserts",3500," Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",4.3,13.01238219,77.55435705
M Cafe - Bengaluru Marriott Hotel Whitefield,"North Indian, Continental, Italian, Thai",2500," Bengaluru Marriott Hotel Whitefield, Bangalore",4.3,12.97905799,77.72744905
Justbe Resto Cafe,"Cafe, Healthy Food, Fast Food, Desserts, Beverages",1000," Sadashiv Nagar, Bangalore",4.3,13.0071375,77.57947728
The Square - Novotel,"Continental, North Indian, Japanese, Italian",2500," Novotel Bengaluru, Marathahalli, Bangalore",4.3,12.92944629,77.68342596
South Ruchis Square,"North Indian, South Indian, Chinese, Beverages, Fast Food, Desserts",500," Race Course Road, Bangalore",4.3,12.98402459,77.57811002
The Filter Coffee,"South Indian, Coffee",300," Kalyan Nagar, Bangalore",4.3,13.01746017,77.64335677
Masala Klub - The Taj West End,"North Indian, South Indian",4000," The Taj West End, Race Course Road, Bangalore",4.3,12.98411313,77.58396763
Kesariya,"North Indian, Desserts",1200," JP Nagar, Bangalore",4.3,12.90656703,77.58978669
Barebones - The Balcony Bar,"Chinese, Continental, Finger Food, North Indian, Beverages",1400," Indiranagar, Bangalore",4.3,12.98026485,77.64067188
Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,"Continental, Asian, South Indian, North Indian",3700," Sheraton Grand Bengaluru, Whitefield, Bangalore",4.3,12.98866113,77.72947714
The Teal Door Cafe,"Cafe, Continental",800," Indiranagar, Bangalore",4.3,12.9823829,77.63928115
Le Arabia,"Arabian, North Indian, Mughlai, Chinese, Biryani, Beverages, Desserts",1000," JP Nagar, Bangalore",4.3,12.91183573,77.59983089
Jose Mess,"Kerala, South Indian",300," BTM, Bangalore",4.3,12.9309602,77.6080777
Dilli To Dakshin,"North Indian, Street Food, Beverages",700," HSR, Bangalore",4.3,12.9125926,77.65223254
Fattoush,"North Indian, Mughlai, Chinese, Biryani, Beverages",1000," Bannerghatta Road, Bangalore",4.3,12.89297285,77.59880193
Dolci Desserts,"Cafe, Desserts, Italian, Fast Food, Beverages",700," Cunningham Road, Bangalore",4.3,12.98655588,77.59472765
Hotel Janatha,South Indian,150," Malleshwaram, Bangalore",4.3,12.99919626,77.57149167
New Krishna Bhavan,"South Indian, North Indian, Chinese",200," Malleshwaram, Bangalore",4.3,12.99288073,77.57141188
Edo Restaurant & Bar - ITC Gardenia,"Japanese, Sushi",4000," ITC Gardenia, Bangalore",4.3,12.96658615,77.59508807
Cafe Felix,"American, Italian, Continental, Desserts, Beverages, Bar Food",1900," 1 MG Road Mall, MG Road, Bangalore",4.3,12.974143,77.620468
Pepe's Pizza,"Pizza, Pasta, Burger, Desserts, Beverages",800," Bellandur, Bangalore",4.3,12.92484656,77.67470241
Konark Vegetarian Restaurant,"South Indian, North Indian, Continental, Chinese, Street Food, Desserts, Beverages",500," Residency Road, Bangalore",4.3,12.96879841,77.6020826
Dice N Dine,"Continental, Cafe, Fast Food, Steak, Italian, Desserts, Beverages",900," Koramangala 5th Block, Bangalore",4.3,12.93276664,77.61418641
The Konkan - Seafood Restaurant,"Konkan, Mangalorean, Chinese, Beverages",750," St. Marks Road, Bangalore",4.3,12.97567912,77.60180399
Vinny's,"Beverages, Fast Food, Pizza",800," Banashankari, Bangalore",4.3,12.92440834,77.56481364
Carnival de Goa,"Goan, Mangalorean, Pizza, Seafood",1000," Ulsoor, Bangalore",4.3,12.97509888,77.62001619
Cafe Nosh,"Cafe, Continental, Steak",650," Sahakara Nagar, Bangalore",4.3,13.069119,77.58048143
Bangalore Mandarin,"Chinese, Seafood",1100," Indiranagar, Bangalore",4.3,12.97766554,77.63660766
The Royal Corner - Pai Viceroy,"North Indian, Chinese",900," Jayanagar, Bangalore",4.3,12.93630097,77.58396227
Mugful Of Stories,"Desserts, Bakery",300," Kalyan Nagar, Bangalore",4.3,13.02542238,77.63866056
Jamavar - The Leela Palace,"North Indian, South Indian",4000," The Leela Palace, Old Airport Road, Bangalore",4.3,12.96018222,77.64924858
Chikkanna Tiffin Room,South Indian,200," City Market, Bangalore",4.3,12.968444,77.584417
Aioli,"Mediterranean, Continental, Italian, Salad, Healthy Food",1400," Kalyan Nagar, Bangalore",4.3,13.02372609,77.63975691
Hunger Camp,"North Indian, Mughlai, Chinese, Beverages",800," JP Nagar, Bangalore",4.3,12.90111356,77.59493317
Burger Seigneur,"Cafe, Burger, Continental, Beverages, Desserts",1300," Indiranagar, Bangalore",4.3,12.97107,77.647521
Royal Treat,"North Indian, Chinese, Biryani",500," Koramangala 5th Block, Bangalore",4.3,12.93357997,77.61570387
Puliyogare Point,"South Indian, Desserts",100," Basavanagudi, Bangalore",4.3,12.94078188,77.57051133
Karama Restaurant,"Arabian, Mughlai, Seafood, North Indian, Biryani",750," Frazer Town, Bangalore",4.3,12.99967192,77.61603612
Shezan,"Chinese, Continental, North Indian, Mughlai, Fast Food",750," Cunningham Road, Bangalore",4.3,12.98725894,77.59472966
Yogi-sthaan,"Cafe, Healthy Food, Salad, Beverages",700," Indiranagar, Bangalore",4.3,12.98099929,77.63831053
Aubree,"Cafe, Bakery, Fast Food, Italian, Thai",900," Sadashiv Nagar, Bangalore",4.3,13.00458747,77.57864613
Siddiqu Kabab Center,"Kebab, Fast Food, Rolls",150," Richmond Road, Bangalore",4.3,12.96304767,77.60582127
THE RIG,"Finger Food, Continental, Pizza",1500," Sarjapur Road, Bangalore",4.3,12.91061219,77.68462557
Apsara Ice Creams,Ice Cream,300," HSR, Bangalore",4.3,12.91516971,77.63556194
Ranganna Military Hotel,"Mughlai, South Indian, North Indian",350," Jayanagar, Bangalore",4.3,12.92948191,77.57343929
Burger King,"Burger, Fast Food, Beverages, Desserts",350," Phoenix Marketcity Bangalore, Whitefield, Bangalore",4.3,12.9967324,77.69675486
Burger King,"Burger, Fast Food, Beverages, Desserts",350," Phoenix Marketcity Bangalore, Whitefield, Bangalore",4.3,12.9967324,77.69675486
Mani's Dum Biryani,"Biryani, South Indian",750," JP Nagar, Bangalore",4.3,12.8893745,77.58188456
Watson's,"Pizza, North Indian, Seafood, Chinese, Fast Food, Rolls, Sandwich",700," Skywalk, Ulsoor, Bangalore",4.3,12.99088463,77.61932686
Andhra Ruchulu,"Andhra, North Indian, Chinese",800," JP Nagar, Bangalore",4.3,12.9167759,77.59005792
Bamboo Hut,"Chinese, Fast Food",700," Nagarbhavi, Bangalore",4.3,12.95901741,77.51929186
Eat Street,"North Indian, Chinese, Italian, Street Food, Desserts",600," Koramangala 6th Block, Bangalore",4.3,12.939496,77.625999
Cafe Max,"Cafe, German, Italian",1300," Indiranagar, Bangalore",4.3,12.975798,77.641156
Cold Stone Creamery,"Ice Cream, Desserts",400," Whitefield, Bangalore",4.3,12.97660209,77.72572272
Cirkus,"Thai, South Indian, Italian, Fast Food, Bar Food, Desserts, Beverages, Steak",1500," HSR, Bangalore",4.3,12.91211024,77.64369573
GMT - Gelateria Montecatini Terme,"Desserts, Beverages",300," Indiranagar, Bangalore",4.3,12.97382142,77.642591
Fabelle Chocolates - ITC Gardenia,Desserts,1200," ITC Gardenia, Bangalore",4.3,12.96716086,77.59554338
Maziga,"Mughlai, Awadhi, Modern Indian, Kebab, North Indian, Biryani, Desserts, Beverages",1500," VR Bengaluru, Whitefield, Bangalore",4.3,12.9961632,77.6954335
Hanoi - Vietnamese Cuisine,"Vietnamese, Asian",1700," Indiranagar, Bangalore",4.3,12.97046708,77.64469143
Kamat Lokaruchi,"South Indian, Mangalorean",450," Mysore Road, Bangalore",4.3,12.70034365,77.25174554
Kesar Sweet Shop & Fast Food,"North Indian, Chinese, Street Food",450," Brookefield, Bangalore",4.3,12.96473556,77.71748196
Shao - Radisson Blu,"Thai, Japanese, Chinese, Asian, Beverages",2800," Radisson Blu, Marathahalli, Bangalore",4.3,12.94990945,77.69927043
Szechuan Dragon,"Chinese, Asian, Thai, Momos",500," Banashankari, Bangalore",4.3,12.94009797,77.56441332
Chai Days,"Tea, Beverages, Fast Food",300," Indiranagar, Bangalore",4.3,12.96654629,77.64164887
Stoned Monkey,"Desserts, Ice Cream, Beverages, Mexican",400," Banashankari, Bangalore",4.3,12.92351263,77.56975796
The Fat Chef,"Japanese, Italian, American, Asian, North Indian, Steak",1500," Whitefield, Bangalore",4.3,12.95740986,77.74078768
The Hidden Home,"Asian, Chinese, Continental, North Indian, South Indian, Biryani",1300," Sarjapur Road, Bangalore",4.3,12.91048147,77.68473689
Hoppipola,"Continental, Fast Food",1500," Kalyan Nagar, Bangalore",4.3,13.02548151,77.63939984
Khan Saheb Grills and Rolls,"North Indian, Rolls",400," Indiranagar, Bangalore",4.3,12.97130274,77.63512105
Cream Stone,"Ice Cream, Desserts, Beverages",300," HSR, Bangalore",4.3,12.9120841,77.63851304
Starbucks Coffee,"Cafe, Beverages, Desserts",600," Indiranagar, Bangalore",4.3,12.965649,77.641645
Sector 7 Café,"Cafe, Continental, Salad, Fast Food, Italian, American, Beverages",700," HSR, Bangalore",4.3,12.91239586,77.63358917
Sri Sairam's Chats and Juice,Street Food,100," Malleshwaram, Bangalore",4.3,13.0054205,77.57242776
Fogg Lounge,"Continental, Italian, Beverages",1600," BTM, Bangalore",4.3,12.93551771,77.60829359
Savoury Restaurant,"Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages",750," Frazer Town, Bangalore",4.3,12.99957228,77.61585709
Pulimunchi,"Mangalorean, Seafood",1000," Indiranagar, Bangalore",4.3,12.98078465,77.64042713
Tandoor Hut,"North Indian, Mughlai, Chinese",500," Koramangala 5th Block, Bangalore",4.3,12.93372179,77.6192997
Momo Jojo,"Chinese, Momos, Desserts",400," JP Nagar, Bangalore",4.3,12.88666345,77.58208338
Pin Me Down,"Fast Food, American, Chinese, Beverages",650," Koramangala 7th Block, Bangalore",4.3,12.93434494,77.60961693
Pabrai's Fresh & Naturelle Icecreams,"Ice Cream, Desserts",200," HSR, Bangalore",4.3,12.91910003,77.65158679
Tandoori Taal,North Indian,900," Indiranagar, Bangalore",4.3,12.96994064,77.63811205
Gudguda Prime Cafe,"Cafe, Continental, Chinese, Italian",800," Koramangala 6th Block, Bangalore",4.3,12.93635913,77.62121078
Sri Laxmi Venkateshwara Coffee Bar,South Indian,100," Banashankari, Bangalore",4.3,12.92413842,77.56644778
Cloud Cafe,"Chinese, Italian, Asian, Continental",1000," Nagarbhavi, Bangalore",4.3,12.96087882,77.50921045
Homms,"Thai, Chinese, Momos",500," Brookefield, Bangalore",4.3,12.95664561,77.71695625
Ironhill Bengaluru,"Continental, North Indian, Italian, Finger Food, Desserts, Beverages, Fast Food, Biryani",1600," Marathahalli, Bangalore",4.2,12.95086421,77.69944713
Daddy,"Finger Food, Continental, North Indian, Asian, Pasta",1500," Indiranagar, Bangalore",4.2,12.969999,77.639917
21st Amendment Gastrobar,"North Indian, Continental, Chinese, Bar Food",1200," Indiranagar, Bangalore",4.2,12.965944,77.641337
SkyDeck By Sherlock's,"Continental, Chinese, Finger Food, North Indian",1500," MG Road, Bangalore",4.2,12.97498322,77.60753151
BROOKS AND BONDS BREWERY,"Continental, Mediterranean, North Indian, Chinese, Finger Food",1600," Koramangala 5th Block, Bangalore",4.2,12.93413711,77.62346283
Chapter One Bar | Maiin,"North Indian, South Indian, Chinese, Mughlai, Italian, Fast Food",1200," New BEL Road, Bangalore",4.2,13.0321872,77.56967917
Jetlag,"Finger Food, Continental, North Indian, Italian",1650," Rajajinagar, Bangalore",4.2,13.01233809,77.55401038
